participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.hypothetical_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.varied_mpcr_game,subsession.treatment,subsession.signalVariance,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,1,3,7.00,0.05,6.00,0.00,0.00,4,12.00,3.00,0.25,6,0,1,6,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,2,3,1.00,0.25,12.00,0.00,0.00,4,12.00,3.00,0.25,6,0,1,6,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,3,3,0.00,0.45,13.00,0.00,0.00,4,12.00,3.00,0.25,6,0,1,6,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,4,3,4.00,0.25,9.00,0.00,0.00,4,12.00,3.00,0.25,6,0,1,6,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,3,6.00,0.45,10.00,0.00,0.00,1,24.00,6.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,2,3,3.00,0.45,13.00,0.00,0.00,1,24.00,6.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,3,3,10.00,0.05,6.00,0.00,0.00,1,24.00,6.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,4,3,5.00,0.05,11.00,0.00,0.00,1,24.00,6.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,1,3,4.00,0.45,11.25,0.00,0.00,2,21.00,5.25,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,2,3,3.00,0.15,12.25,0.00,0.00,2,21.00,5.25,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,3,3,4.00,0.15,11.25,0.00,0.00,2,21.00,5.25,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,4,3,10.00,0.15,5.25,0.00,0.00,2,21.00,5.25,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,1,3,2.00,0.25,13.75,0.00,0.00,3,23.00,5.75,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,2,3,8.00,0.25,7.75,0.00,0.00,3,23.00,5.75,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,3,3,10.00,0.05,5.75,0.00,0.00,3,23.00,5.75,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
12,6qn4uowz,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.937922+00:00,0,1,,,4,3,3.00,0.25,12.75,0.00,0.00,3,23.00,5.75,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,1,3,6.00,0.05,7.00,0.00,0.00,4,12.00,3.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,2,3,2.00,0.25,11.00,0.00,0.00,4,12.00,3.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,3,3,1.00,0.45,12.00,0.00,0.00,4,12.00,3.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,4,3,3.00,0.25,10.00,0.00,0.00,4,12.00,3.00,0.25,7,0,1,7,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,3,10.00,0.45,6.50,0.00,0.00,1,26.00,6.50,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,2,3,7.00,0.45,9.50,0.00,0.00,1,26.00,6.50,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,3,3,1.00,0.05,15.50,0.00,0.00,1,26.00,6.50,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,4,3,8.00,0.05,8.50,0.00,0.00,1,26.00,6.50,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,1,3,10.00,0.45,6.25,0.00,0.00,2,25.00,6.25,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,2,3,7.00,0.15,9.25,0.00,0.00,2,25.00,6.25,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,3,3,1.00,0.15,15.25,0.00,0.00,2,25.00,6.25,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,4,3,7.00,0.15,9.25,0.00,0.00,2,25.00,6.25,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,1,3,4.00,0.25,11.00,0.00,0.00,3,20.00,5.00,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,2,3,4.00,0.25,11.00,0.00,0.00,3,20.00,5.00,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,3,3,5.00,0.05,10.00,0.00,0.00,3,20.00,5.00,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
12,6qn4uowz,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.937922+00:00,0,1,,,4,3,7.00,0.25,8.00,0.00,0.00,3,20.00,5.00,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,1,3,0.00,0.05,12.75,0.00,0.00,4,11.00,2.75,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,2,3,2.00,0.25,10.75,0.00,0.00,4,11.00,2.75,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,3,3,5.00,0.45,7.75,0.00,0.00,4,11.00,2.75,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,4,3,4.00,0.25,8.75,0.00,0.00,4,11.00,2.75,0.25,8,0,1,8,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,3,2.00,0.85,27.95,0.00,0.00,1,21.00,19.95,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,1,3,1.00,1.05,16.60,0.00,0.00,2,8.00,7.60,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,1,3,6.00,1.15,25.85,0.00,0.00,3,23.00,21.85,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,1,3,0.00,1.15,30.90,0.00,0.00,4,22.00,20.90,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,2,3,8.00,0.85,21.95,0.00,0.00,1,21.00,19.95,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,2,3,3.00,0.75,14.60,0.00,0.00,2,8.00,7.60,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,2,3,6.00,1.05,25.85,0.00,0.00,3,23.00,21.85,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,2,3,4.00,1.05,26.90,0.00,0.00,4,22.00,20.90,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,3,3,8.00,0.75,21.95,0.00,0.00,1,21.00,19.95,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,3,3,0.00,0.85,17.60,0.00,0.00,2,8.00,7.60,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,3,3,8.00,0.95,23.85,0.00,0.00,3,23.00,21.85,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
12,6qn4uowz,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.937922+00:00,0,1,,,3,3,8.00,1.05,22.90,0.00,0.00,4,22.00,20.90,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,4,3,3.00,0.95,26.95,0.00,0.00,1,21.00,19.95,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,4,3,4.00,0.95,13.60,0.00,0.00,2,8.00,7.60,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,4,3,3.00,1.15,28.85,0.00,0.00,3,23.00,21.85,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,4,3,10.00,1.15,20.90,0.00,0.00,4,22.00,20.90,0.95,9,0,2,1,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,3,0.00,0.85,22.35,0.00,0.00,1,13.00,12.35,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,1,3,3.00,1.05,17.45,0.00,0.00,2,11.00,10.45,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,1,3,8.00,1.15,26.70,0.00,0.00,3,26.00,24.70,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,1,3,5.00,1.15,16.40,0.00,0.00,4,12.00,11.40,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,2,3,4.00,0.85,18.35,0.00,0.00,1,13.00,12.35,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,2,3,4.00,0.75,16.45,0.00,0.00,2,11.00,10.45,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,2,3,10.00,1.05,24.70,0.00,0.00,3,26.00,24.70,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,2,3,1.00,1.05,20.40,0.00,0.00,4,12.00,11.40,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,3,3,3.00,0.75,19.35,0.00,0.00,1,13.00,12.35,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,3,3,2.00,0.85,18.45,0.00,0.00,2,11.00,10.45,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,3,3,6.00,0.95,28.70,0.00,0.00,3,26.00,24.70,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
12,6qn4uowz,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.937922+00:00,0,1,,,3,3,2.00,1.05,19.40,0.00,0.00,4,12.00,11.40,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,4,3,6.00,0.95,16.35,0.00,0.00,1,13.00,12.35,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,4,3,2.00,0.95,18.45,0.00,0.00,2,11.00,10.45,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,4,3,2.00,1.15,32.70,0.00,0.00,3,26.00,24.70,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,4,3,4.00,1.15,17.40,0.00,0.00,4,12.00,11.40,0.95,10,0,2,2,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,3,2.00,0.85,21.30,0.00,0.00,1,14.00,13.30,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,1,3,3.00,1.05,30.75,0.00,0.00,2,25.00,23.75,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,1,3,7.00,1.15,24.85,0.00,0.00,3,23.00,21.85,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,1,3,0.00,1.15,24.25,0.00,0.00,4,15.00,14.25,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,2,3,4.00,0.85,19.30,0.00,0.00,1,14.00,13.30,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,2,3,9.00,0.75,24.75,0.00,0.00,2,25.00,23.75,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,2,3,3.00,1.05,28.85,0.00,0.00,3,23.00,21.85,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,2,3,0.00,1.05,24.25,0.00,0.00,4,15.00,14.25,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,3,3,6.00,0.75,17.30,0.00,0.00,1,14.00,13.30,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,3,3,7.00,0.85,26.75,0.00,0.00,2,25.00,23.75,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,3,3,5.00,0.95,26.85,0.00,0.00,3,23.00,21.85,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
12,6qn4uowz,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.937922+00:00,0,1,,,3,3,8.00,1.05,16.25,0.00,0.00,4,15.00,14.25,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,4,3,2.00,0.95,21.30,0.00,0.00,1,14.00,13.30,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,4,3,6.00,0.95,27.75,0.00,0.00,2,25.00,23.75,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,4,3,8.00,1.15,23.85,0.00,0.00,3,23.00,21.85,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,4,3,7.00,1.15,17.25,0.00,0.00,4,15.00,14.25,0.95,11,0,2,3,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,3,0.00,0.85,27.10,0.00,0.00,1,18.00,17.10,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,1,3,2.00,1.05,15.60,0.00,0.00,2,8.00,7.60,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,1,3,9.00,1.15,31.40,0.00,0.00,3,32.00,30.40,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,1,3,0.00,1.15,29.00,0.00,0.00,4,20.00,19.00,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,2,3,8.00,0.85,19.10,0.00,0.00,1,18.00,17.10,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,2,3,0.00,0.75,17.60,0.00,0.00,2,8.00,7.60,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,2,3,7.00,1.05,33.40,0.00,0.00,3,32.00,30.40,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,2,3,4.00,1.05,25.00,0.00,0.00,4,20.00,19.00,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,3,3,5.00,0.75,22.10,0.00,0.00,1,18.00,17.10,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,3,3,1.00,0.85,16.60,0.00,0.00,2,8.00,7.60,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,3,3,6.00,0.95,34.40,0.00,0.00,3,32.00,30.40,0.95,12,0,2,4,4,0,3,2,public_goods,x12ofacs,,,,,,,,0
