participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.variable_mpcr_game,subsession.fixed_mpcr_game,subsession.treatment,subsession.signalVariance,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,10.00,0.85,27.55,0.00,0.00,3,29.00,27.55,0.95,6,0,1,6,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,4,3,5.00,0.95,32.55,0.00,0.00,3,29.00,27.55,0.95,6,0,1,6,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,1,3,3.00,0.95,23.15,0.00,0.00,4,17.00,16.15,0.95,6,0,1,6,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,2,3,7.00,0.85,19.15,0.00,0.00,4,17.00,16.15,0.95,6,0,1,6,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,3,3,6.00,1.05,20.15,0.00,0.00,4,17.00,16.15,0.95,6,0,1,6,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,1.00,0.95,25.15,0.00,0.00,4,17.00,16.15,0.95,6,0,1,6,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,0.00,1.05,17.60,0.00,0.00,1,8.00,7.60,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,2,3,7.00,1.05,10.60,0.00,0.00,1,8.00,7.60,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,3,3,1.00,1.05,16.60,0.00,0.00,1,8.00,7.60,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,4,3,0.00,0.85,17.60,0.00,0.00,1,8.00,7.60,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,1,3,4.00,1.15,19.30,0.00,0.00,2,14.00,13.30,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,9.00,0.95,14.30,0.00,0.00,2,14.00,13.30,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,3,3,1.00,0.85,22.30,0.00,0.00,2,14.00,13.30,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,4,3,0.00,0.85,23.30,0.00,0.00,2,14.00,13.30,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,1,3,2.00,1.15,26.05,0.00,0.00,3,19.00,18.05,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,2,3,8.00,0.85,20.05,0.00,0.00,3,19.00,18.05,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,6.00,0.85,22.05,0.00,0.00,3,19.00,18.05,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,4,3,3.00,0.95,25.05,0.00,0.00,3,19.00,18.05,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,1,3,8.00,0.95,24.80,0.00,0.00,4,24.00,22.80,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,2,3,8.00,0.85,24.80,0.00,0.00,4,24.00,22.80,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,3,3,1.00,1.05,31.80,0.00,0.00,4,24.00,22.80,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,7.00,0.95,25.80,0.00,0.00,4,24.00,22.80,0.95,7,0,1,7,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,9.00,1.05,28.55,0.00,0.00,1,29.00,27.55,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,2,3,3.00,1.05,34.55,0.00,0.00,1,29.00,27.55,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,3,3,9.00,1.05,28.55,0.00,0.00,1,29.00,27.55,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,4,3,8.00,0.85,29.55,0.00,0.00,1,29.00,27.55,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,1,3,8.00,1.15,22.90,0.00,0.00,2,22.00,20.90,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,9.00,0.95,21.90,0.00,0.00,2,22.00,20.90,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,3,3,5.00,0.85,25.90,0.00,0.00,2,22.00,20.90,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,4,3,0.00,0.85,30.90,0.00,0.00,2,22.00,20.90,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,1,3,1.00,1.15,18.50,0.00,0.00,3,10.00,9.50,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,2,3,6.00,0.85,13.50,0.00,0.00,3,10.00,9.50,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,1.00,0.85,18.50,0.00,0.00,3,10.00,9.50,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,4,3,2.00,0.95,17.50,0.00,0.00,3,10.00,9.50,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,1,3,0.00,0.95,24.25,0.00,0.00,4,15.00,14.25,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,2,3,6.00,0.85,18.25,0.00,0.00,4,15.00,14.25,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,3,3,1.00,1.05,23.25,0.00,0.00,4,15.00,14.25,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,8.00,0.95,16.25,0.00,0.00,4,15.00,14.25,0.95,8,0,1,8,2,0,3,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,2.00,0.45,21.20,0.00,0.00,1,24.00,13.20,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,10.00,0.55,17.60,0.00,0.00,2,32.00,17.60,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,3.00,0.45,13.05,0.00,0.00,3,11.00,6.05,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,5.00,0.55,9.95,0.00,0.00,4,9.00,4.95,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,7.00,0.35,16.20,0.00,0.00,1,24.00,13.20,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,8.00,0.65,19.60,0.00,0.00,2,32.00,17.60,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,4.00,0.45,12.05,0.00,0.00,3,11.00,6.05,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,2.00,0.65,12.95,0.00,0.00,4,9.00,4.95,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,6.00,0.35,17.20,0.00,0.00,1,24.00,13.20,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,9.00,0.65,18.60,0.00,0.00,2,32.00,17.60,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,3.00,0.75,13.05,0.00,0.00,3,11.00,6.05,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,2.00,0.35,12.95,0.00,0.00,4,9.00,4.95,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,9.00,0.55,14.20,0.00,0.00,1,24.00,13.20,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,5.00,0.65,22.60,0.00,0.00,2,32.00,17.60,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,1.00,0.35,15.05,0.00,0.00,3,11.00,6.05,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,0.00,0.45,14.95,0.00,0.00,4,9.00,4.95,0.55,9,0,2,1,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,0.00,0.45,17.70,0.00,0.00,1,14.00,7.70,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,6.00,0.55,12.80,0.00,0.00,2,16.00,8.80,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,5.00,0.45,17.65,0.00,0.00,3,23.00,12.65,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,6.00,0.55,8.95,0.00,0.00,4,9.00,4.95,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,1.00,0.35,16.70,0.00,0.00,1,14.00,7.70,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,3.00,0.65,15.80,0.00,0.00,2,16.00,8.80,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,1.00,0.45,21.65,0.00,0.00,3,23.00,12.65,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,0.00,0.65,14.95,0.00,0.00,4,9.00,4.95,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,4.00,0.35,13.70,0.00,0.00,1,14.00,7.70,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,6.00,0.65,12.80,0.00,0.00,2,16.00,8.80,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,9.00,0.75,13.65,0.00,0.00,3,23.00,12.65,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,1.00,0.35,13.95,0.00,0.00,4,9.00,4.95,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,9.00,0.55,8.70,0.00,0.00,1,14.00,7.70,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,1.00,0.65,17.80,0.00,0.00,2,16.00,8.80,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,8.00,0.35,14.65,0.00,0.00,3,23.00,12.65,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,2.00,0.45,12.95,0.00,0.00,4,9.00,4.95,0.55,10,0,2,2,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,4.00,0.45,23.05,0.00,0.00,1,31.00,17.05,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,9.00,0.55,13.10,0.00,0.00,2,22.00,12.10,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,4.00,0.45,20.30,0.00,0.00,3,26.00,14.30,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,0.00,0.55,20.45,0.00,0.00,4,19.00,10.45,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,10.00,0.35,17.05,0.00,0.00,1,31.00,17.05,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,0.00,0.65,22.10,0.00,0.00,2,22.00,12.10,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,8.00,0.45,16.30,0.00,0.00,3,26.00,14.30,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,6.00,0.65,14.45,0.00,0.00,4,19.00,10.45,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,10.00,0.35,17.05,0.00,0.00,1,31.00,17.05,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,5.00,0.65,17.10,0.00,0.00,2,22.00,12.10,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,8.00,0.75,16.30,0.00,0.00,3,26.00,14.30,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,9.00,0.35,11.45,0.00,0.00,4,19.00,10.45,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,7.00,0.55,20.05,0.00,0.00,1,31.00,17.05,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,8.00,0.65,14.10,0.00,0.00,2,22.00,12.10,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,6.00,0.35,18.30,0.00,0.00,3,26.00,14.30,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,4.00,0.45,16.45,0.00,0.00,4,19.00,10.45,0.55,11,0,2,3,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,8.00,0.45,14.65,0.00,0.00,1,23.00,12.65,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,10.00,0.55,9.35,0.00,0.00,2,17.00,9.35,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,8.00,0.45,15.75,0.00,0.00,3,25.00,13.75,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,2.00,0.55,16.25,0.00,0.00,4,15.00,8.25,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,6.00,0.35,16.65,0.00,0.00,1,23.00,12.65,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,3.00,0.65,16.35,0.00,0.00,2,17.00,9.35,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
